agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
claude_MIPROv2_llama70b,overall,all,all,0.72,0.58,0.63,0.55,110,73,37,117,37
claude_MIPROv2_llama70b,macro_avg,rigidity,all,0.7,0.51,0.71,0.49,22,12,10,34,10
claude_MIPROv2_llama70b,per_class,rigidity,+R,0.59,0.88,0.47,0.61,15,7,1,6,8
claude_MIPROv2_llama70b,per_class,rigidity,~R,0.73,0.5,0.67,0.57,6,4,4,12,2
claude_MIPROv2_llama70b,per_class,rigidity,-R,0.77,0.17,1.0,0.29,1,1,5,16,0
claude_MIPROv2_llama70b,macro_avg,identity,all,0.82,0.61,0.61,0.61,22,18,4,18,4
claude_MIPROv2_llama70b,per_class,identity,-I,0.82,0.33,0.33,0.33,3,1,2,17,2
claude_MIPROv2_llama70b,per_class,identity,+I,0.82,0.89,0.89,0.89,19,17,2,1,2
claude_MIPROv2_llama70b,macro_avg,own_identity,all,0.5,0.55,0.54,0.49,22,11,11,11,11
claude_MIPROv2_llama70b,per_class,own_identity,+O,0.5,0.67,0.31,0.42,13,4,2,7,9
claude_MIPROv2_llama70b,per_class,own_identity,-O,0.5,0.44,0.78,0.56,9,7,9,4,2
claude_MIPROv2_llama70b,macro_avg,unity,all,0.82,0.49,0.48,0.48,22,16,6,38,6
claude_MIPROv2_llama70b,per_class,unity,~U,0.82,0.0,0.0,0.0,2,0,2,18,2
claude_MIPROv2_llama70b,per_class,unity,+U,0.91,0.87,1.0,0.93,13,13,2,7,0
claude_MIPROv2_llama70b,per_class,unity,-U,0.73,0.6,0.43,0.5,7,3,2,13,4
claude_MIPROv2_llama70b,macro_avg,dependence,all,0.73,0.73,0.82,0.71,22,16,6,16,6
claude_MIPROv2_llama70b,per_class,dependence,-D,0.73,1.0,0.65,0.79,17,11,0,5,6
claude_MIPROv2_llama70b,per_class,dependence,+D,0.73,0.45,1.0,0.62,5,5,6,11,0
