agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,overall,all,all,0.73,0.6,0.63,0.57,110,74,36,118,36
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,macro_avg,rigidity,all,0.76,0.6,0.72,0.54,22,14,8,36,8
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,per_class,rigidity,+R,0.73,0.91,0.67,0.77,15,10,1,6,5
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,per_class,rigidity,-R,0.73,0.14,1.0,0.25,1,1,6,15,0
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,per_class,rigidity,~R,0.82,0.75,0.5,0.6,6,3,1,15,3
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,macro_avg,identity,all,0.82,0.67,0.75,0.69,22,18,4,18,4
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,per_class,identity,+I,0.82,0.94,0.84,0.89,19,16,1,2,3
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,per_class,identity,-I,0.82,0.4,0.67,0.5,3,2,3,16,1
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,macro_avg,own_identity,all,0.59,0.62,0.62,0.59,22,13,9,13,9
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,per_class,own_identity,+O,0.59,0.75,0.46,0.57,13,6,2,7,7
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,per_class,own_identity,-O,0.59,0.5,0.78,0.61,9,7,7,6,2
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,macro_avg,unity,all,0.82,0.52,0.48,0.48,22,16,6,38,6
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,per_class,unity,~U,0.82,0.0,0.0,0.0,2,0,2,18,2
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,per_class,unity,+U,0.86,0.81,1.0,0.9,13,13,3,6,0
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,per_class,unity,-U,0.77,0.75,0.43,0.55,7,3,1,14,4
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,macro_avg,dependence,all,0.59,0.57,0.59,0.54,22,13,9,13,9
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,per_class,dependence,+D,0.59,0.3,0.6,0.4,5,3,7,10,2
dspy_claude_BootstrapFewShotWithRandomSearch_llama70b,per_class,dependence,-D,0.59,0.83,0.59,0.69,17,10,2,3,7
