agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
dspy_agent_critic_claude_llama3b,overall,all,all,0.58,0.57,0.58,0.39,110,53,55,99,57
dspy_agent_critic_claude_llama3b,macro_avg,rigidity,all,0.55,0.50,0.60,0.31,22,7,15,29,15
dspy_agent_critic_claude_llama3b,per_class,rigidity,+R,0.41,1.00,0.13,0.24,15,2,0,7,13
dspy_agent_critic_claude_llama3b,per_class,rigidity,-R,0.59,0.10,1.00,0.18,1,1,9,12,0
dspy_agent_critic_claude_llama3b,per_class,rigidity,~R,0.64,0.40,0.67,0.50,6,4,6,10,2
dspy_agent_critic_claude_llama3b,macro_avg,identity,all,0.41,0.60,0.63,0.38,22,8,12,10,14
dspy_agent_critic_claude_llama3b,per_class,identity,+I,0.36,1.00,0.26,0.42,19,5,0,3,14
dspy_agent_critic_claude_llama3b,per_class,identity,-I,0.45,0.20,1.00,0.33,3,3,12,7,0
dspy_agent_critic_claude_llama3b,macro_avg,own_identity,all,0.45,0.71,0.54,0.37,22,10,12,10,12
dspy_agent_critic_claude_llama3b,per_class,own_identity,+O,0.45,1.00,0.08,0.14,13,1,0,9,12
dspy_agent_critic_claude_llama3b,per_class,own_identity,-O,0.45,0.43,1.00,0.60,9,9,12,1,0
dspy_agent_critic_claude_llama3b,macro_avg,unity,all,0.67,0.65,0.61,0.46,22,11,11,33,11
dspy_agent_critic_claude_llama3b,per_class,unity,+U,0.64,0.78,0.54,0.64,13,7,2,7,6
dspy_agent_critic_claude_llama3b,per_class,unity,-U,0.77,1.00,0.29,0.44,7,2,0,15,5
dspy_agent_critic_claude_llama3b,per_class,unity,~U,0.59,0.18,1.00,0.31,2,2,9,11,0
dspy_agent_critic_claude_llama3b,macro_avg,dependence,all,0.77,0.39,0.50,0.44,22,17,5,17,5
dspy_agent_critic_claude_llama3b,per_class,dependence,+D,0.77,0.00,0.00,0.00,5,0,0,17,5
dspy_agent_critic_claude_llama3b,per_class,dependence,-D,0.77,0.77,1.00,0.87,17,17,5,0,0
