agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
dspy_claude_BootstrapFewShot_llama8b,overall,all,all,0.6,0.43,0.42,0.39,110,54,49,105,56
dspy_claude_BootstrapFewShot_llama8b,macro_avg,rigidity,all,0.65,0.47,0.6,0.4,22,10,11,33,12
dspy_claude_BootstrapFewShot_llama8b,per_class,rigidity,+R,0.59,0.88,0.47,0.61,15,7,1,6,8
dspy_claude_BootstrapFewShot_llama8b,per_class,rigidity,-R,0.68,0.12,1.0,0.22,1,1,7,14,0
dspy_claude_BootstrapFewShot_llama8b,per_class,rigidity,~R,0.68,0.4,0.33,0.36,6,2,3,13,4
dspy_claude_BootstrapFewShot_llama8b,macro_avg,identity,all,0.68,0.53,0.51,0.51,22,14,6,16,8
dspy_claude_BootstrapFewShot_llama8b,per_class,identity,+I,0.64,0.87,0.68,0.76,19,13,2,1,6
dspy_claude_BootstrapFewShot_llama8b,per_class,identity,-I,0.73,0.2,0.33,0.25,3,1,4,15,2
dspy_claude_BootstrapFewShot_llama8b,macro_avg,own_identity,all,0.43,0.44,0.41,0.42,22,9,12,10,13
dspy_claude_BootstrapFewShot_llama8b,per_class,own_identity,+O,0.45,0.56,0.38,0.45,13,5,4,5,8
dspy_claude_BootstrapFewShot_llama8b,per_class,own_identity,-O,0.41,0.33,0.44,0.38,9,4,8,5,5
dspy_claude_BootstrapFewShot_llama8b,macro_avg,unity,all,0.7,0.35,0.3,0.31,22,11,9,35,11
dspy_claude_BootstrapFewShot_llama8b,per_class,unity,~U,0.77,0.0,0.0,0.0,2,0,3,17,2
dspy_claude_BootstrapFewShot_llama8b,per_class,unity,+U,0.68,0.71,0.77,0.74,13,10,4,5,3
dspy_claude_BootstrapFewShot_llama8b,per_class,unity,-U,0.64,0.33,0.14,0.2,7,1,2,13,6
dspy_claude_BootstrapFewShot_llama8b,macro_avg,dependence,all,0.48,0.33,0.29,0.31,22,10,11,11,12
dspy_claude_BootstrapFewShot_llama8b,per_class,dependence,-D,0.45,0.67,0.59,0.62,17,10,5,0,7
dspy_claude_BootstrapFewShot_llama8b,per_class,dependence,+D,0.5,0.0,0.0,0.0,5,0,6,11,5
