agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
claude_BootstrapFewShotWithRandomSearch_qwen7b,overall,all,all,0.7,0.41,0.49,0.42,110,70,40,114,40
claude_BootstrapFewShotWithRandomSearch_qwen7b,macro_avg,rigidity,all,0.67,0.31,0.56,0.31,22,11,11,33,11
claude_BootstrapFewShotWithRandomSearch_qwen7b,per_class,rigidity,-R,0.59,0.1,1.0,0.18,1,1,9,12,0
claude_BootstrapFewShotWithRandomSearch_qwen7b,per_class,rigidity,~R,0.73,0.0,0.0,0.0,6,0,0,16,6
claude_BootstrapFewShotWithRandomSearch_qwen7b,per_class,rigidity,+R,0.68,0.83,0.67,0.74,15,10,2,5,5
claude_BootstrapFewShotWithRandomSearch_qwen7b,macro_avg,identity,all,0.86,0.43,0.5,0.46,22,19,3,19,3
claude_BootstrapFewShotWithRandomSearch_qwen7b,per_class,identity,-I,0.86,0.0,0.0,0.0,3,0,0,19,3
claude_BootstrapFewShotWithRandomSearch_qwen7b,per_class,identity,+I,0.86,0.86,1.0,0.93,19,19,3,0,0
claude_BootstrapFewShotWithRandomSearch_qwen7b,macro_avg,own_identity,all,0.55,0.56,0.56,0.55,22,12,10,12,10
claude_BootstrapFewShotWithRandomSearch_qwen7b,per_class,own_identity,+O,0.55,0.67,0.46,0.55,13,6,3,6,7
claude_BootstrapFewShotWithRandomSearch_qwen7b,per_class,own_identity,-O,0.55,0.46,0.67,0.55,9,6,7,6,3
claude_BootstrapFewShotWithRandomSearch_qwen7b,macro_avg,unity,all,0.7,0.19,0.31,0.24,22,12,10,34,10
claude_BootstrapFewShotWithRandomSearch_qwen7b,per_class,unity,~U,0.86,0.0,0.0,0.0,2,0,1,19,2
claude_BootstrapFewShotWithRandomSearch_qwen7b,per_class,unity,-U,0.68,0.0,0.0,0.0,7,0,0,15,7
claude_BootstrapFewShotWithRandomSearch_qwen7b,per_class,unity,+U,0.55,0.57,0.92,0.71,13,12,9,0,1
claude_BootstrapFewShotWithRandomSearch_qwen7b,macro_avg,dependence,all,0.73,0.56,0.54,0.54,22,16,6,16,6
claude_BootstrapFewShotWithRandomSearch_qwen7b,per_class,dependence,-D,0.73,0.79,0.88,0.83,17,15,4,1,2
claude_BootstrapFewShotWithRandomSearch_qwen7b,per_class,dependence,+D,0.73,0.33,0.2,0.25,5,1,2,15,4
