agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
finetuned-llama8b,overall,all,all,0.75,0.31,0.43,0.36,110,77,33,121,33
finetuned-llama8b,macro_avg,rigidity,all,0.79,0.23,0.33,0.27,22,15,7,37,7
finetuned-llama8b,per_class,rigidity,+R,0.68,0.68,1.00,0.81,15,15,7,0,0
finetuned-llama8b,per_class,rigidity,-R,0.95,0.00,0.00,0.00,1,0,0,21,1
finetuned-llama8b,per_class,rigidity,~R,0.73,0.00,0.00,0.00,6,0,0,16,6
finetuned-llama8b,macro_avg,identity,all,0.86,0.43,0.50,0.46,22,19,3,19,3
finetuned-llama8b,per_class,identity,+I,0.86,0.86,1.00,0.93,19,19,3,0,0
finetuned-llama8b,per_class,identity,-I,0.86,0.00,0.00,0.00,3,0,0,19,3
finetuned-llama8b,macro_avg,own_identity,all,0.59,0.30,0.50,0.37,22,13,9,13,9
finetuned-llama8b,per_class,own_identity,+O,0.59,0.59,1.00,0.74,13,13,9,0,0
finetuned-llama8b,per_class,own_identity,-O,0.59,0.00,0.00,0.00,9,0,0,13,9
finetuned-llama8b,macro_avg,unity,all,0.73,0.20,0.33,0.25,22,13,9,35,9
finetuned-llama8b,per_class,unity,+U,0.59,0.59,1.00,0.74,13,13,9,0,0
finetuned-llama8b,per_class,unity,-U,0.68,0.00,0.00,0.00,7,0,0,15,7
finetuned-llama8b,per_class,unity,~U,0.91,0.00,0.00,0.00,2,0,0,20,2
finetuned-llama8b,macro_avg,dependence,all,0.77,0.39,0.50,0.44,22,17,5,17,5
finetuned-llama8b,per_class,dependence,+D,0.77,0.00,0.00,0.00,5,0,0,17,5
finetuned-llama8b,per_class,dependence,-D,0.77,0.77,1.00,0.87,17,17,5,0,0
