agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
claude_COPRO_llama8b,overall,all,all,0.61,0.42,0.11,0.17,110,18,10,144,92
claude_COPRO_llama8b,macro_avg,rigidity,all,0.73,0.33,0.09,0.14,22,4,0,44,18
claude_COPRO_llama8b,per_class,rigidity,~R,0.73,0.0,0.0,0.0,6,0,0,16,6
claude_COPRO_llama8b,per_class,rigidity,-R,0.95,0.0,0.0,0.0,1,0,0,21,1
claude_COPRO_llama8b,per_class,rigidity,+R,0.5,1.0,0.27,0.42,15,4,0,7,11
claude_COPRO_llama8b,macro_avg,identity,all,0.55,0.5,0.11,0.17,22,4,2,20,18
claude_COPRO_llama8b,per_class,identity,-I,0.77,0.0,0.0,0.0,3,0,2,17,3
claude_COPRO_llama8b,per_class,identity,+I,0.32,1.0,0.21,0.35,19,4,0,3,15
claude_COPRO_llama8b,macro_avg,own_identity,all,0.45,0.38,0.09,0.14,22,2,4,18,20
claude_COPRO_llama8b,per_class,own_identity,-O,0.5,0.25,0.11,0.15,9,1,3,10,8
claude_COPRO_llama8b,per_class,own_identity,+O,0.41,0.5,0.08,0.13,13,1,1,8,12
claude_COPRO_llama8b,macro_avg,unity,all,0.73,0.6,0.15,0.23,22,5,1,43,17
claude_COPRO_llama8b,per_class,unity,~U,0.91,0.0,0.0,0.0,2,0,0,20,2
claude_COPRO_llama8b,per_class,unity,+U,0.55,0.8,0.31,0.44,13,4,1,8,9
claude_COPRO_llama8b,per_class,unity,-U,0.73,1.0,0.14,0.25,7,1,0,15,6
claude_COPRO_llama8b,macro_avg,dependence,all,0.5,0.3,0.09,0.14,22,3,3,19,19
claude_COPRO_llama8b,per_class,dependence,+D,0.73,0.0,0.0,0.0,5,0,1,16,5
claude_COPRO_llama8b,per_class,dependence,-D,0.27,0.6,0.18,0.27,17,3,2,3,14
