agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
dspy_agent_claude_llama8b,overall,all,all,0.55,0.47,0.46,0.38,110,49,59,95,61
dspy_agent_claude_llama8b,macro_avg,rigidity,all,0.67,0.58,0.66,0.46,22,11,11,33,11
dspy_agent_claude_llama8b,per_class,rigidity,+R,0.59,0.88,0.47,0.61,15,7,1,6,8
dspy_agent_claude_llama8b,per_class,rigidity,-R,0.59,0.10,1.00,0.18,1,1,9,12,0
dspy_agent_claude_llama8b,per_class,rigidity,~R,0.82,0.75,0.50,0.60,6,3,1,15,3
dspy_agent_claude_llama8b,macro_avg,identity,all,0.36,0.50,0.49,0.34,22,8,14,8,14
dspy_agent_claude_llama8b,per_class,identity,+I,0.36,0.86,0.32,0.46,19,6,1,2,13
dspy_agent_claude_llama8b,per_class,identity,-I,0.36,0.13,0.67,0.22,3,2,13,6,1
dspy_agent_claude_llama8b,macro_avg,own_identity,all,0.45,0.51,0.50,0.44,22,10,12,10,12
dspy_agent_claude_llama8b,per_class,own_identity,+O,0.45,0.60,0.23,0.33,13,3,2,7,10
dspy_agent_claude_llama8b,per_class,own_identity,-O,0.45,0.41,0.78,0.54,9,7,10,3,2
dspy_agent_claude_llama8b,macro_avg,unity,all,0.55,0.29,0.15,0.20,22,6,14,30,16
dspy_agent_claude_llama8b,per_class,unity,+U,0.64,0.86,0.46,0.60,13,6,1,8,7
dspy_agent_claude_llama8b,per_class,unity,-U,0.45,0.00,0.00,0.00,7,0,5,10,7
dspy_agent_claude_llama8b,per_class,unity,~U,0.55,0.00,0.00,0.00,2,0,8,12,2
dspy_agent_claude_llama8b,macro_avg,dependence,all,0.64,0.48,0.48,0.48,22,14,8,14,8
dspy_agent_claude_llama8b,per_class,dependence,+D,0.64,0.20,0.20,0.20,5,1,4,13,4
dspy_agent_claude_llama8b,per_class,dependence,-D,0.64,0.76,0.76,0.76,17,13,4,1,4
