agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
dspy_agent_gemini_llama8b,overall,all,all,0.55,0.50,0.53,0.41,110,49,59,95,61
dspy_agent_gemini_llama8b,macro_avg,rigidity,all,0.64,0.50,0.60,0.39,22,10,12,32,12
dspy_agent_gemini_llama8b,per_class,rigidity,+R,0.64,1.00,0.47,0.64,15,7,0,7,8
dspy_agent_gemini_llama8b,per_class,rigidity,-R,0.59,0.10,1.00,0.18,1,1,9,12,0
dspy_agent_gemini_llama8b,per_class,rigidity,~R,0.68,0.40,0.33,0.36,6,2,3,13,4
dspy_agent_gemini_llama8b,macro_avg,identity,all,0.23,0.43,0.41,0.23,22,5,17,5,17
dspy_agent_gemini_llama8b,per_class,identity,+I,0.23,0.75,0.16,0.26,19,3,1,2,16
dspy_agent_gemini_llama8b,per_class,identity,-I,0.23,0.11,0.67,0.19,3,2,16,3,1
dspy_agent_gemini_llama8b,macro_avg,own_identity,all,0.50,0.60,0.56,0.47,22,11,11,11,11
dspy_agent_gemini_llama8b,per_class,own_identity,+O,0.50,0.75,0.23,0.35,13,3,1,8,10
dspy_agent_gemini_llama8b,per_class,own_identity,-O,0.50,0.44,0.89,0.59,9,8,10,3,1
dspy_agent_gemini_llama8b,macro_avg,unity,all,0.59,0.38,0.51,0.35,22,8,13,31,14
dspy_agent_gemini_llama8b,per_class,unity,+U,0.55,0.71,0.38,0.50,13,5,2,7,8
dspy_agent_gemini_llama8b,per_class,unity,-U,0.50,0.17,0.14,0.15,7,1,5,10,6
dspy_agent_gemini_llama8b,per_class,unity,~U,0.73,0.25,1.00,0.40,2,2,6,14,0
dspy_agent_gemini_llama8b,macro_avg,dependence,all,0.70,0.60,0.58,0.59,22,15,6,16,7
dspy_agent_gemini_llama8b,per_class,dependence,+D,0.68,0.33,0.40,0.36,5,2,4,13,3
dspy_agent_gemini_llama8b,per_class,dependence,-D,0.73,0.87,0.76,0.81,17,13,2,3,4
