agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
dspy_gemini_qwen7b,overall,all,all,0.69,0.50,0.51,0.46,110,68,40,114,42
dspy_gemini_qwen7b,macro_avg,rigidity,all,0.58,0.44,0.52,0.31,22,8,14,30,14
dspy_gemini_qwen7b,per_class,rigidity,+R,0.59,1.00,0.40,0.57,15,6,0,7,9
dspy_gemini_qwen7b,per_class,rigidity,-R,0.50,0.08,1.00,0.15,1,1,11,10,0
dspy_gemini_qwen7b,per_class,rigidity,~R,0.64,0.25,0.17,0.20,6,1,3,13,5
dspy_gemini_qwen7b,macro_avg,identity,all,0.84,0.45,0.47,0.46,22,18,3,19,4
dspy_gemini_qwen7b,per_class,identity,+I,0.86,0.90,0.95,0.92,19,18,2,1,1
dspy_gemini_qwen7b,per_class,identity,-I,0.82,0.00,0.00,0.00,3,0,1,18,3
dspy_gemini_qwen7b,macro_avg,own_identity,all,0.55,0.56,0.56,0.55,22,12,10,12,10
dspy_gemini_qwen7b,per_class,own_identity,+O,0.55,0.67,0.46,0.55,13,6,3,6,7
dspy_gemini_qwen7b,per_class,own_identity,-O,0.55,0.46,0.67,0.55,9,6,7,6,3
dspy_gemini_qwen7b,macro_avg,unity,all,0.80,0.46,0.43,0.41,22,15,6,38,7
dspy_gemini_qwen7b,per_class,unity,+U,0.77,0.72,1.00,0.84,13,13,5,4,0
dspy_gemini_qwen7b,per_class,unity,-U,0.73,0.67,0.29,0.40,7,2,1,14,5
dspy_gemini_qwen7b,per_class,unity,~U,0.91,0.00,0.00,0.00,2,0,0,20,2
dspy_gemini_qwen7b,macro_avg,dependence,all,0.68,0.57,0.58,0.58,22,15,7,15,7
dspy_gemini_qwen7b,per_class,dependence,+D,0.68,0.33,0.40,0.36,5,2,4,13,3
dspy_gemini_qwen7b,per_class,dependence,-D,0.68,0.81,0.76,0.79,17,13,3,2,4
