agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
dspy_agent_critic_gemini_llama3b,overall,all,all,0.60,0.44,0.47,0.39,110,51,47,107,59
dspy_agent_critic_gemini_llama3b,macro_avg,rigidity,all,0.64,0.52,0.63,0.42,22,10,12,32,12
dspy_agent_critic_gemini_llama3b,per_class,rigidity,+R,0.55,0.86,0.40,0.55,15,6,1,6,9
dspy_agent_critic_gemini_llama3b,per_class,rigidity,-R,0.59,0.10,1.00,0.18,1,1,9,12,0
dspy_agent_critic_gemini_llama3b,per_class,rigidity,~R,0.77,0.60,0.50,0.55,6,3,2,14,3
dspy_agent_critic_gemini_llama3b,macro_avg,identity,all,0.64,0.57,0.65,0.54,22,14,8,14,8
dspy_agent_critic_gemini_llama3b,per_class,identity,+I,0.64,0.92,0.63,0.75,19,12,1,2,7
dspy_agent_critic_gemini_llama3b,per_class,identity,-I,0.64,0.22,0.67,0.33,3,2,7,12,1
dspy_agent_critic_gemini_llama3b,macro_avg,own_identity,all,0.32,0.13,0.22,0.17,22,4,12,10,18
dspy_agent_critic_gemini_llama3b,per_class,own_identity,+O,0.36,0.00,0.00,0.00,13,0,1,8,13
dspy_agent_critic_gemini_llama3b,per_class,own_identity,-O,0.27,0.27,0.44,0.33,9,4,11,2,5
dspy_agent_critic_gemini_llama3b,macro_avg,unity,all,0.64,0.33,0.37,0.30,22,9,11,33,13
dspy_agent_critic_gemini_llama3b,per_class,unity,+U,0.73,0.89,0.62,0.73,13,8,1,8,5
dspy_agent_critic_gemini_llama3b,per_class,unity,-U,0.59,0.00,0.00,0.00,7,0,2,13,7
dspy_agent_critic_gemini_llama3b,per_class,unity,~U,0.59,0.11,0.50,0.18,2,1,8,12,1
dspy_agent_critic_gemini_llama3b,macro_avg,dependence,all,0.73,0.66,0.48,0.54,22,14,4,18,8
dspy_agent_critic_gemini_llama3b,per_class,dependence,+D,0.77,0.50,0.20,0.29,5,1,1,16,4
dspy_agent_critic_gemini_llama3b,per_class,dependence,-D,0.68,0.81,0.76,0.79,17,13,3,2,4
