agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
dspy_qwen72b,overall,all,all,0.73,0.57,0.51,0.53,110,74,35,119,36
dspy_qwen72b,macro_avg,rigidity,all,0.70,0.53,0.33,0.40,22,12,10,34,10
dspy_qwen72b,per_class,rigidity,+R,0.73,0.91,0.67,0.77,15,10,1,6,5
dspy_qwen72b,per_class,rigidity,-R,0.59,0.00,0.00,0.00,1,0,8,13,1
dspy_qwen72b,per_class,rigidity,~R,0.77,0.67,0.33,0.44,6,2,1,15,4
dspy_qwen72b,macro_avg,identity,all,0.82,0.61,0.61,0.61,22,18,4,18,4
dspy_qwen72b,per_class,identity,+I,0.82,0.89,0.89,0.89,19,17,2,1,2
dspy_qwen72b,per_class,identity,-I,0.82,0.33,0.33,0.33,3,1,2,17,2
dspy_qwen72b,macro_avg,own_identity,all,0.68,0.69,0.70,0.68,22,15,7,15,7
dspy_qwen72b,per_class,own_identity,+O,0.68,0.80,0.62,0.70,13,8,2,7,5
dspy_qwen72b,per_class,own_identity,-O,0.68,0.58,0.78,0.67,9,7,5,8,2
dspy_qwen72b,macro_avg,unity,all,0.79,0.49,0.43,0.43,22,15,7,37,7
dspy_qwen72b,per_class,unity,+U,0.86,0.81,1.00,0.90,13,13,3,6,0
dspy_qwen72b,per_class,unity,-U,0.73,0.67,0.29,0.40,7,2,1,14,5
dspy_qwen72b,per_class,unity,~U,0.77,0.00,0.00,0.00,2,0,3,17,2
dspy_qwen72b,macro_avg,dependence,all,0.66,0.51,0.48,0.49,22,14,7,15,8
dspy_qwen72b,per_class,dependence,+D,0.68,0.25,0.20,0.22,5,1,3,14,4
dspy_qwen72b,per_class,dependence,-D,0.64,0.76,0.76,0.76,17,13,4,1,4
