agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
dspy_claude_COPRO_llama70b,overall,all,all,0.67,0.56,0.58,0.52,110,67,43,111,43
dspy_claude_COPRO_llama70b,macro_avg,rigidity,all,0.64,0.35,0.32,0.31,22,10,12,32,12
dspy_claude_COPRO_llama70b,per_class,rigidity,+R,0.55,0.78,0.47,0.58,15,7,2,5,8
dspy_claude_COPRO_llama70b,per_class,rigidity,~R,0.5,0.27,0.5,0.35,6,3,8,8,3
dspy_claude_COPRO_llama70b,per_class,rigidity,-R,0.86,0.0,0.0,0.0,1,0,2,19,1
dspy_claude_COPRO_llama70b,macro_avg,identity,all,0.73,0.67,0.84,0.66,22,16,6,16,6
dspy_claude_COPRO_llama70b,per_class,identity,-I,0.73,0.33,1.0,0.5,3,3,6,13,0
dspy_claude_COPRO_llama70b,per_class,identity,+I,0.73,1.0,0.68,0.81,19,13,0,3,6
dspy_claude_COPRO_llama70b,macro_avg,own_identity,all,0.55,0.64,0.6,0.53,22,12,10,12,10
dspy_claude_COPRO_llama70b,per_class,own_identity,+O,0.55,0.8,0.31,0.44,13,4,1,8,9
dspy_claude_COPRO_llama70b,per_class,own_identity,-O,0.55,0.47,0.89,0.62,9,8,9,4,1
dspy_claude_COPRO_llama70b,macro_avg,unity,all,0.85,0.64,0.66,0.64,22,17,5,39,5
dspy_claude_COPRO_llama70b,per_class,unity,-U,0.77,0.67,0.57,0.62,7,4,2,13,3
dspy_claude_COPRO_llama70b,per_class,unity,~U,0.82,0.25,0.5,0.33,2,1,3,17,1
dspy_claude_COPRO_llama70b,per_class,unity,+U,0.95,1.0,0.92,0.96,13,12,0,9,1
dspy_claude_COPRO_llama70b,macro_avg,dependence,all,0.55,0.5,0.49,0.48,22,12,10,12,10
dspy_claude_COPRO_llama70b,per_class,dependence,+D,0.55,0.22,0.4,0.29,5,2,7,10,3
dspy_claude_COPRO_llama70b,per_class,dependence,-D,0.55,0.77,0.59,0.67,17,10,3,2,7
