agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
dspy_agent_critic_claude_llama8b,overall,all,all,0.55,0.49,0.40,0.35,110,46,56,98,64
dspy_agent_critic_claude_llama8b,macro_avg,rigidity,all,0.61,0.34,0.21,0.26,22,8,12,32,14
dspy_agent_critic_claude_llama8b,per_class,rigidity,+R,0.50,0.70,0.47,0.56,15,7,3,4,8
dspy_agent_critic_claude_llama8b,per_class,rigidity,-R,0.64,0.00,0.00,0.00,1,0,7,14,1
dspy_agent_critic_claude_llama8b,per_class,rigidity,~R,0.68,0.33,0.17,0.22,6,1,2,14,5
dspy_agent_critic_claude_llama8b,macro_avg,identity,all,0.55,0.62,0.71,0.50,22,11,9,13,11
dspy_agent_critic_claude_llama8b,per_class,identity,+I,0.50,1.00,0.42,0.59,19,8,0,3,11
dspy_agent_critic_claude_llama8b,per_class,identity,-I,0.59,0.25,1.00,0.40,3,3,9,10,0
dspy_agent_critic_claude_llama8b,macro_avg,own_identity,all,0.48,0.72,0.54,0.38,22,10,11,11,12
dspy_agent_critic_claude_llama8b,per_class,own_identity,+O,0.45,1.00,0.08,0.14,13,1,0,9,12
dspy_agent_critic_claude_llama8b,per_class,own_identity,-O,0.50,0.45,1.00,0.62,9,9,11,2,0
dspy_agent_critic_claude_llama8b,macro_avg,unity,all,0.45,0.25,0.08,0.12,22,3,17,27,19
dspy_agent_critic_claude_llama8b,per_class,unity,+U,0.50,0.75,0.23,0.35,13,3,1,8,10
dspy_agent_critic_claude_llama8b,per_class,unity,-U,0.32,0.00,0.00,0.00,7,0,8,7,7
dspy_agent_critic_claude_llama8b,per_class,unity,~U,0.55,0.00,0.00,0.00,2,0,8,12,2
dspy_agent_critic_claude_llama8b,macro_avg,dependence,all,0.66,0.51,0.48,0.49,22,14,7,15,8
dspy_agent_critic_claude_llama8b,per_class,dependence,+D,0.68,0.25,0.20,0.22,5,1,3,14,4
dspy_agent_critic_claude_llama8b,per_class,dependence,-D,0.64,0.76,0.76,0.76,17,13,4,1,4
