agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
dspy_agent_critic_claude_qwen7b,overall,all,all,0.61,0.55,0.46,0.43,110,53,46,108,57
dspy_agent_critic_claude_qwen7b,macro_avg,rigidity,all,0.62,0.40,0.21,0.28,22,8,11,33,14
dspy_agent_critic_claude_qwen7b,per_class,rigidity,+R,0.59,0.88,0.47,0.61,15,7,1,6,8
dspy_agent_critic_claude_qwen7b,per_class,rigidity,-R,0.59,0.00,0.00,0.00,1,0,8,13,1
dspy_agent_critic_claude_qwen7b,per_class,rigidity,~R,0.68,0.33,0.17,0.22,6,1,2,14,5
dspy_agent_critic_claude_qwen7b,macro_avg,identity,all,0.57,0.56,0.57,0.48,22,11,8,14,11
dspy_agent_critic_claude_qwen7b,per_class,identity,+I,0.50,0.90,0.47,0.62,19,9,1,2,10
dspy_agent_critic_claude_qwen7b,per_class,identity,-I,0.64,0.22,0.67,0.33,3,2,7,12,1
dspy_agent_critic_claude_qwen7b,macro_avg,own_identity,all,0.57,0.64,0.56,0.51,22,11,8,14,11
dspy_agent_critic_claude_qwen7b,per_class,own_identity,+O,0.50,0.75,0.23,0.35,13,3,1,8,10
dspy_agent_critic_claude_qwen7b,per_class,own_identity,-O,0.64,0.53,0.89,0.67,9,8,7,6,1
dspy_agent_critic_claude_qwen7b,macro_avg,unity,all,0.70,0.67,0.45,0.40,22,11,9,35,11
dspy_agent_critic_claude_qwen7b,per_class,unity,+U,0.77,0.90,0.69,0.78,13,9,1,8,4
dspy_agent_critic_claude_qwen7b,per_class,unity,-U,0.73,1.00,0.14,0.25,7,1,0,15,6
dspy_agent_critic_claude_qwen7b,per_class,unity,~U,0.59,0.11,0.50,0.18,2,1,8,12,1
dspy_agent_critic_claude_qwen7b,macro_avg,dependence,all,0.55,0.50,0.49,0.48,22,12,10,12,10
dspy_agent_critic_claude_qwen7b,per_class,dependence,+D,0.55,0.22,0.40,0.29,5,2,7,10,3
dspy_agent_critic_claude_qwen7b,per_class,dependence,-D,0.55,0.77,0.59,0.67,17,10,3,2,7
