agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,overall,all,all,0.73,0.52,0.45,0.43,110,72,33,121,38
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,macro_avg,rigidity,all,0.77,0.59,0.34,0.37,22,14,7,37,8
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,per_class,rigidity,+R,0.73,0.76,0.87,0.81,15,13,4,3,2
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,per_class,rigidity,-R,0.82,0.0,0.0,0.0,1,0,3,18,1
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,per_class,rigidity,~R,0.77,1.0,0.17,0.29,6,1,0,16,5
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,macro_avg,identity,all,0.75,0.44,0.42,0.43,22,16,5,17,6
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,per_class,identity,+I,0.77,0.89,0.84,0.86,19,16,2,1,3
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,per_class,identity,-I,0.73,0.0,0.0,0.0,3,0,3,16,3
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,macro_avg,own_identity,all,0.52,0.72,0.56,0.48,22,11,10,12,11
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,per_class,own_identity,-O,0.5,0.44,0.89,0.59,9,8,10,3,1
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,per_class,own_identity,+O,0.55,1.0,0.23,0.38,13,3,0,9,10
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,macro_avg,unity,all,0.8,0.45,0.45,0.44,22,15,6,38,7
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,per_class,unity,-U,0.73,0.6,0.43,0.5,7,3,2,13,4
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,per_class,unity,+U,0.77,0.75,0.92,0.83,13,12,4,5,1
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,per_class,unity,~U,0.91,0.0,0.0,0.0,2,0,0,20,2
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,macro_avg,dependence,all,0.75,0.38,0.47,0.42,22,16,5,17,6
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,per_class,dependence,-D,0.73,0.76,0.94,0.84,17,16,5,0,1
dspy_claude_BootstrapFewShotWithRandomSearch_llama3b,per_class,dependence,+D,0.77,0.0,0.0,0.0,5,0,0,17,5
