agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
dspy_agent_critic_gemini_llama8b,overall,all,all,0.57,0.47,0.47,0.40,110,48,51,103,62
dspy_agent_critic_gemini_llama8b,macro_avg,rigidity,all,0.77,0.59,0.72,0.54,22,14,7,37,8
dspy_agent_critic_gemini_llama8b,per_class,rigidity,+R,0.77,1.00,0.67,0.80,15,10,0,7,5
dspy_agent_critic_gemini_llama8b,per_class,rigidity,-R,0.77,0.17,1.00,0.29,1,1,5,16,0
dspy_agent_critic_gemini_llama8b,per_class,rigidity,~R,0.77,0.60,0.50,0.55,6,3,2,14,3
dspy_agent_critic_gemini_llama8b,macro_avg,identity,all,0.48,0.53,0.52,0.40,22,9,10,12,13
dspy_agent_critic_gemini_llama8b,per_class,identity,+I,0.41,0.88,0.37,0.52,19,7,1,2,12
dspy_agent_critic_gemini_llama8b,per_class,identity,-I,0.55,0.18,0.67,0.29,3,2,9,10,1
dspy_agent_critic_gemini_llama8b,macro_avg,own_identity,all,0.43,0.49,0.45,0.41,22,9,12,10,13
dspy_agent_critic_gemini_llama8b,per_class,own_identity,+O,0.45,0.60,0.23,0.33,13,3,2,7,10
dspy_agent_critic_gemini_llama8b,per_class,own_identity,-O,0.41,0.38,0.67,0.48,9,6,10,3,3
dspy_agent_critic_gemini_llama8b,macro_avg,unity,all,0.59,0.32,0.37,0.31,22,8,13,31,14
dspy_agent_critic_gemini_llama8b,per_class,unity,+U,0.50,0.60,0.46,0.52,13,6,4,5,7
dspy_agent_critic_gemini_llama8b,per_class,unity,-U,0.55,0.20,0.14,0.17,7,1,4,11,6
dspy_agent_critic_gemini_llama8b,per_class,unity,~U,0.73,0.17,0.50,0.25,2,1,5,15,1
dspy_agent_critic_gemini_llama8b,macro_avg,dependence,all,0.48,0.42,0.31,0.34,22,8,9,13,14
dspy_agent_critic_gemini_llama8b,per_class,dependence,+D,0.55,0.14,0.20,0.17,5,1,6,11,4
dspy_agent_critic_gemini_llama8b,per_class,dependence,-D,0.41,0.70,0.41,0.52,17,7,3,2,10
