agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
dspy_llama8b,overall,all,all,0.76,0.60,0.62,0.58,110,78,31,123,32
dspy_llama8b,macro_avg,rigidity,all,0.73,0.55,0.70,0.51,22,13,9,35,9
dspy_llama8b,per_class,rigidity,+R,0.68,0.90,0.60,0.72,15,9,1,6,6
dspy_llama8b,per_class,rigidity,-R,0.73,0.14,1.00,0.25,1,1,6,15,0
dspy_llama8b,per_class,rigidity,~R,0.77,0.60,0.50,0.55,6,3,2,14,3
dspy_llama8b,macro_avg,identity,all,0.86,0.70,0.64,0.66,22,19,3,19,3
dspy_llama8b,per_class,identity,+I,0.86,0.90,0.95,0.92,19,18,2,1,1
dspy_llama8b,per_class,identity,-I,0.86,0.50,0.33,0.40,3,1,1,18,2
dspy_llama8b,macro_avg,own_identity,all,0.68,0.67,0.66,0.66,22,15,7,15,7
dspy_llama8b,per_class,own_identity,+O,0.68,0.71,0.77,0.74,13,10,4,5,3
dspy_llama8b,per_class,own_identity,-O,0.68,0.62,0.56,0.59,9,5,3,10,4
dspy_llama8b,macro_avg,unity,all,0.76,0.38,0.38,0.34,22,14,8,36,8
dspy_llama8b,per_class,unity,+U,0.68,0.65,1.00,0.79,13,13,7,2,0
dspy_llama8b,per_class,unity,-U,0.68,0.50,0.14,0.22,7,1,1,14,6
dspy_llama8b,per_class,unity,~U,0.91,0.00,0.00,0.00,2,0,0,20,2
dspy_llama8b,macro_avg,dependence,all,0.80,0.72,0.71,0.71,22,17,4,18,5
dspy_llama8b,per_class,dependence,+D,0.77,0.50,0.60,0.55,5,3,3,14,2
dspy_llama8b,per_class,dependence,-D,0.82,0.93,0.82,0.87,17,14,1,4,3
