agent_name,metric_type,property,class,accuracy,precision,recall,f1_score,support,tp,fp,tn,fn
dspy_agent_claude_qwen72b,overall,all,all,0.71,0.57,0.58,0.53,110,72,38,116,38
dspy_agent_claude_qwen72b,macro_avg,rigidity,all,0.58,0.63,0.56,0.37,22,8,14,30,14
dspy_agent_claude_qwen72b,per_class,rigidity,+R,0.50,0.83,0.33,0.48,15,5,1,6,10
dspy_agent_claude_qwen72b,per_class,rigidity,-R,0.41,0.07,1.00,0.13,1,1,13,8,0
dspy_agent_claude_qwen72b,per_class,rigidity,~R,0.82,1.00,0.33,0.50,6,2,0,16,4
dspy_agent_claude_qwen72b,macro_avg,identity,all,0.86,0.72,0.78,0.75,22,19,3,19,3
dspy_agent_claude_qwen72b,per_class,identity,+I,0.86,0.94,0.89,0.92,19,17,1,2,2
dspy_agent_claude_qwen72b,per_class,identity,-I,0.86,0.50,0.67,0.57,3,2,2,17,1
dspy_agent_claude_qwen72b,macro_avg,own_identity,all,0.68,0.68,0.68,0.68,22,15,7,15,7
dspy_agent_claude_qwen72b,per_class,own_identity,+O,0.68,0.75,0.69,0.72,13,9,3,6,4
dspy_agent_claude_qwen72b,per_class,own_identity,-O,0.68,0.60,0.67,0.63,9,6,4,9,3
dspy_agent_claude_qwen72b,macro_avg,unity,all,0.79,0.45,0.45,0.45,22,15,7,37,7
dspy_agent_claude_qwen72b,per_class,unity,+U,0.86,0.86,0.92,0.89,13,12,2,7,1
dspy_agent_claude_qwen72b,per_class,unity,-U,0.68,0.50,0.43,0.46,7,3,3,12,4
dspy_agent_claude_qwen72b,per_class,unity,~U,0.82,0.00,0.00,0.00,2,0,2,18,2
dspy_agent_claude_qwen72b,macro_avg,dependence,all,0.68,0.38,0.44,0.41,22,15,7,15,7
dspy_agent_claude_qwen72b,per_class,dependence,+D,0.68,0.00,0.00,0.00,5,0,2,15,5
dspy_agent_claude_qwen72b,per_class,dependence,-D,0.68,0.75,0.88,0.81,17,15,5,0,2
